row	genotype	experiment	sublock	Block	Type
2354	PHG86 X PHW52	LN	sb1	BK2	Hybrid
2355	BGEM-0110-N X B73	LN	sb1	BK2	Hybrid
2356	BGEM-0202-N X B73	LN	sb1	BK2	Hybrid
2357	BGEM-0061-N X B73	LN	sb1	BK2	Hybrid
2358	BGEM-0194-N X B73	LN	sb1	BK2	Hybrid
2359	BGEM-0126-N X B73	LN	sb1	BK2	Hybrid
2360	PHG89 X PHW52	LN	sb1	BK2	Hybrid
2361	BGEM-0235-N X B73	LN	sb1	BK2	Hybrid
2362	BGEM-0121-N X B73	LN	sb1	BK2	Hybrid
2363	BGEM-0088-N X B73	LN	sb1	BK2	Hybrid
2364	BGEM-0089-N X B73	LN	sb1	BK2	Hybrid
2365	BGEM-0107-N X B73	LN	sb1	BK2	Hybrid
2366	PHK29 X PHW52	LN	sb1	BK2	Hybrid
2367	BGEM-0127-N X B73	LN	sb1	BK2	Hybrid
2368	BGEM-0109-N X B73	LN	sb1	BK2	Hybrid
2369	BGEM-0064-N X B73	LN	sb1	BK2	Hybrid
2370	BGEM-0174-N X B73	LN	sb1	BK2	Hybrid
2371	BGEM-0038-N X B73	LN	sb1	BK2	Hybrid
2372	PHJ40 X PHK29	LN	sb1	BK2	Hybrid
2373	BGEM-0085-N X B73	LN	sb1	BK2	Hybrid
2374	MO17	LN	sb1	BK2	Hybrid
2375	BGEM-0211-N X B73	LN	sb1	BK2	Hybrid
2376	BGEM-0004-N X B73	LN	sb3	BK2	Hybrid
2377	BGEM-0249-N X B73	LN	sb3	BK2	Hybrid
2378	PHB47 X PHG86	LN	sb3	BK2	Hybrid
2379	BGEM-0230-N X B73	LN	sb3	BK2	Hybrid
2380	BGEM-0002-N X B73	LN	sb3	BK2	Hybrid
2381	BGEM-0238-N X B73	LN	sb3	BK2	Hybrid
2382	BGEM-0196-N X B73	LN	sb3	BK2	Hybrid
2383	BGEM-0003-N X B73	LN	sb3	BK2	Hybrid
2384	PHB47 X PHG86	LN	sb3	BK2	Hybrid
2385	BGEM-0039-N X B73	LN	sb3	BK2	Hybrid
2386	B73	LN	sb3	BK2	Hybrid
2387	BGEM-0045-N X B73	LN	sb3	BK2	Hybrid
2388	BGEM-0242-N X B73	LN	sb3	BK2	Hybrid
2389	BGEM-0124-N X B73	LN	sb3	BK2	Hybrid
2390	PHB47 X PHK29	LN	sb3	BK2	Hybrid
2391	BGEM-0129-N X B73	LN	sb3	BK2	Hybrid
2392	BGEM-0224-N X B73	LN	sb3	BK2	Hybrid
2393	BGEM-0146-N X B73	LN	sb3	BK2	Hybrid
2394	BGEM-0228-N X B73	LN	sb3	BK2	Hybrid
2395	BGEM-0040-N X B73	LN	sb3	BK2	Hybrid
2396	PHB47 X PHW52	LN	sb3	BK2	Hybrid
2397	BGEM-0086-N X B73	LN	sb3	BK2	Hybrid
2398	B73	LN	sb3	BK2	Hybrid
2399	BGEM-0087-N X B73	LN	sb3	BK2	Hybrid
2400	BGEM-0240-N X B73	LN	sb3	BK2	Hybrid
2401	BGEM-0058-N X B73	LN	sb1	BK2	Hybrid
2402	PHB47 X PHW52	LN	sb1	BK2	Hybrid
2403	BGEM-0141-N X B73	LN	sb1	BK2	Hybrid
2404	BGEM-0122-N X B73	LN	sb1	BK2	Hybrid
2405	BGEM-0223-N X B73	LN	sb1	BK2	Hybrid
2406	BGEM-0125-N X B73	LN	sb1	BK2	Hybrid
2407	BGEM-0216-N X B73	LN	sb1	BK2	Hybrid
2408	PHG47 X PHZ51	LN	sb1	BK2	Hybrid
2409	BGEM-0103-N X B73	LN	sb1	BK2	Hybrid
2410	BGEM-0237-N X B73	LN	sb1	BK2	Hybrid
2411	BGEM-0182-N X B73	LN	sb1	BK2	Hybrid
2412	MO17	LN	sb1	BK2	Hybrid
2413	BGEM-0215-N X B73	LN	sb1	BK2	Hybrid
2414	PHG47 X LH59	LN	sb1	BK2	Hybrid
2415	BGEM-0151-N X B73	LN	sb1	BK2	Hybrid
2416	BGEM-0207-N X B73	LN	sb1	BK2	Hybrid
2417	BGEM-0143-N X B73	LN	sb1	BK2	Hybrid
2418	BGEM-0191-N X B73	LN	sb1	BK2	Hybrid
2419	BGEM-0091-N X B73	LN	sb1	BK2	Hybrid
2420	PHG47 X LH59	LN	sb1	BK2	Hybrid
2421	BGEM-0063-N X B73	LN	sb1	BK2	Hybrid
2422	BGEM-0046-N X B73	LN	sb1	BK2	Hybrid
2423	BGEM-0005-N X B73	LN	sb1	BK2	Hybrid
2424	BGEM-0184-N X B73	LN	sb1	BK2	Hybrid
2425	BGEM-0205-N X B73	LN	sb1	BK2	Hybrid
2426	PHG50 X PHG51	LN	sb3	BK2	Hybrid
2427	BGEM-0152-N X B73	LN	sb3	BK2	Hybrid
2428	BGEM-0239-N X B73	LN	sb3	BK2	Hybrid
2429	BGEM-0144-N X B73	LN	sb3	BK2	Hybrid
2430	BGEM-0227-N X B73	LN	sb3	BK2	Hybrid
2431	BGEM-0130-N X B73	LN	sb3	BK2	Hybrid
2432	PHG50 X PHG51	LN	sb3	BK2	Hybrid
2433	BGEM-0105-N X B73	LN	sb3	BK2	Hybrid
2434	BGEM-0062-N X B73	LN	sb3	BK2	Hybrid
2435	BGEM-0229-N X B73	LN	sb3	BK2	Hybrid
2436	BGEM-0131-N X B73	LN	sb3	BK2	Hybrid
2437	BGEM-0185-N X B73	LN	sb3	BK2	Hybrid
2438	PHG47 X PHZ51	LN	sb3	BK2	Hybrid
2439	BGEM-0181-N X B73	LN	sb3	BK2	Hybrid
2440	BGEM-0140-N X B73	LN	sb3	BK2	Hybrid
2441	BGEM-0145-N X B73	LN	sb3	BK2	Hybrid
2442	MO17	LN	sb3	BK2	Hybrid
2443	BGEM-0102-N X B73	LN	sb3	BK2	Hybrid
2444	PHG47 X PHG50	LN	sb3	BK2	Hybrid
2445	PHJ40 X PHW52	LN	sb3	BK2	Hybrid
2446	PHG47 X PHZ51	LN	sb3	BK2	Hybrid
2447	BGEM-0231-N X B73	LN	sb3	BK2	Hybrid
2448	BGEM-0210-N X B73	LN	sb3	BK2	Hybrid
2449	BGEM-0123-N X B73	LN	sb3	BK2	Hybrid
2450	PHB47 X PHK29	LN	sb3	BK2	Hybrid
2451	BGEM-0183-N X B73	LN	sb1	BK2	Hybrid
2452	BGEM-0256-N X B73	LN	sb1	BK2	Hybrid
2453	BGEM-0116-S X MO17	LN	sb1	BK2	Hybrid
2454	BGEM-0053-S X MO17	LN	sb1	BK2	Hybrid
2455	BGEM-0111-S X MO17	LN	sb1	BK2	Hybrid
2456	BGEM-0254-S X MO17	LN	sb1	BK2	Hybrid
2457	BGEM-0244-S X MO17	LN	sb1	BK2	Hybrid
2458	PHG50 X PHG47	LN	sb1	BK2	Hybrid
2459	BGEM-0236-S X MO17	LN	sb1	BK2	Hybrid
2460	BGEM-0162-S X MO17	LN	sb1	BK2	Hybrid
2461	BGEM-0178-S X MO17	LN	sb1	BK2	Hybrid
2462	BGEM-0258-S X MO17	LN	sb1	BK2	Hybrid
2463	BGEM-0158-S X MO17	LN	sb2	BK2	Hybrid
2464	PHG50 X PHG47	LN	sb2	BK2	Hybrid
2465	BGEM-0057-S X MO17	LN	sb2	BK2	Hybrid
2466	BGEM-0112-S X MO17	LN	sb2	BK2	Hybrid
2467	BGEM-0197-S X MO17	LN	sb2	BK2	Hybrid
2468	BGEM-0221-S X MO17	LN	sb2	BK2	Hybrid
2469	BGEM-0262-S X MO17	LN	sb2	BK2	Hybrid
2470	PHG50 X PHG51	LN	sb2	BK2	Hybrid
2471	BGEM-0021-S X MO17	LN	sb2	BK2	Hybrid
2472	BGEM-0257-S X MO17	LN	sb2	BK2	Hybrid
2473	BGEM-0078-S X MO17	LN	sb2	BK2	Hybrid
2474	BGEM-0175-S X MO17	LN	sb2	BK2	Hybrid
2475	BGEM-0081-S X MO17	LN	sb2	BK2	Hybrid
2476	PHG50 X PHG51	LN	sb3	BK2	Hybrid
2477	BGEM-0251-S X MO17	LN	sb3	BK2	Hybrid
2478	BGEM-0011-S X MO17	LN	sb3	BK2	Hybrid
2479	BGEM-0218-S X MO17	LN	sb3	BK2	Hybrid
2480	BGEM-0164-S X MO17	LN	sb3	BK2	Hybrid
2481	BGEM-0117-S X MO17	LN	sb3	BK2	Hybrid
2482	PHG50 X PHG51	LN	sb3	BK2	Hybrid
2483	BGEM-0222-S X MO17	LN	sb3	BK2	Hybrid
2484	BGEM-0079-S X MO17	LN	sb3	BK2	Hybrid
2485	BGEM-0033-S X MO17	LN	sb3	BK2	Hybrid
2486	BGEM-0118-S X MO17	LN	sb3	BK2	Hybrid
2487	BGEM-0076-S X MO17	LN	sb3	BK2	Hybrid
2488	PHG50 X PHG47	LN	sb3	BK2	Hybrid
2489	BGEM-0160-S X MO17	LN	sb4	BK2	Hybrid
2490	BGEM-0153-S X MO17	LN	sb4	BK2	Hybrid
2491	BGEM-0198-S X MO17	LN	sb4	BK2	Hybrid
2492	BGEM-0077-S X MO17	LN	sb4	BK2	Hybrid
2493	BGEM-0101-S X MO17	LN	sb4	BK2	Hybrid
2494	PHG50 X PHG47	LN	sb4	BK2	Hybrid
2495	BGEM-0052-S X MO17	LN	sb4	BK2	Hybrid
2496	BGEM-0168-S X MO17	LN	sb4	BK2	Hybrid
2497	BGEM-0173-S X MO17	LN	sb4	BK2	Hybrid
2498	BGEM-0189-S X MO17	LN	sb4	BK2	Hybrid
2499	BGEM-0028-S X MO17	LN	sb4	BK2	Hybrid
2500	PHZ51 X PHG35	LN	sb4	BK2	Hybrid
2501	BGEM-0261-S X MO17	LN	sb2	BK2	Hybrid
2502	BGEM-0214-S X MO17	LN	sb2	BK2	Hybrid
2503	BGEM-0072-S X MO17	LN	sb2	BK2	Hybrid
2504	BGEM-0015-S X MO17	LN	sb2	BK2	Hybrid
2505	BGEM-0154-S X MO17	LN	sb2	BK2	Hybrid
2506	PHZ51 X PHG35	LN	sb2	BK2	Hybrid
2507	BGEM-0019-S X MO17	LN	sb2	BK2	Hybrid
2508	BGEM-0056-S X MO17	LN	sb2	BK2	Hybrid
2509	BGEM-0161-S X MO17	LN	sb2	BK2	Hybrid
2510	BGEM-0060-S X MO17	LN	sb2	BK2	Hybrid
2511	BGEM-0014-S X MO17	LN	sb2	BK2	Hybrid
2512	PHG50 X PHG47	LN	sb2	BK2	Hybrid
2513	BGEM-0084-S X MO17	LN	sb2	BK2	Hybrid
2514	BGEM-0233-S X MO17	LN	sb2	BK2	Hybrid
2515	BGEM-0199-S X MO17	LN	sb2	BK2	Hybrid
2516	BGEM-0148-S X MO17	LN	sb2	BK2	Hybrid
2517	BGEM-0163-S X MO17	LN	sb2	BK2	Hybrid
2518	PHG47 X PHG50	LN	sb2	BK2	Hybrid
2519	BGEM-0029-S X MO17	LN	sb2	BK2	Hybrid
2520	BGEM-0083-S X MO17	LN	sb2	BK2	Hybrid
2521	BGEM-0252-S X MO17	LN	sb2	BK2	Hybrid
2522	BGEM-0167-S X MO17	LN	sb2	BK2	Hybrid
2523	BGEM-0032-S X MO17	LN	sb2	BK2	Hybrid
2524	PHG47 X LH59	LN	sb2	BK2	Hybrid
2525	BGEM-0113-S X MO17	LN	sb2	BK2	Hybrid
2526	BGEM-0027-S X MO17	LN	sb4	BK2	Hybrid
2527	BGEM-0136-S X MO17	LN	sb4	BK2	Hybrid
2528	BGEM-0075-S X MO17	LN	sb4	BK2	Hybrid
2529	BGEM-0034-S X MO17	LN	sb4	BK2	Hybrid
2530	PHG47 X LH59	LN	sb4	BK2	Hybrid
2531	BGEM-0026-S X MO17	LN	sb4	BK2	Hybrid
2532	BGEM-0068-S X MO17	LN	sb4	BK2	Hybrid
2533	BGEM-0177-S X MO17	LN	sb4	BK2	Hybrid
2534	BGEM-0170-S X MO17	LN	sb4	BK2	Hybrid
2535	BGEM-0219-S X MO17	LN	sb4	BK2	Hybrid
2536	PHZ51 X PHG35	LN	sb4	BK2	Hybrid
2537	BGEM-0059-S X MO17	LN	sb4	BK2	Hybrid
2538	BGEM-0082-S X MO17	LN	sb4	BK2	Hybrid
2539	BGEM-0098-S X MO17	LN	sb4	BK2	Hybrid
2540	BGEM-0023-S X MO17	LN	sb4	BK2	Hybrid
2541	BGEM-0094-S X MO17	LN	sb4	BK2	Hybrid
2542	PHZ51 X PHG35	LN	sb4	BK2	Hybrid
2543	BGEM-0243-S X MO17	LN	sb4	BK2	Hybrid
2544	BGEM-0264-S X MO17	LN	sb4	BK2	Hybrid
2545	BGEM-0092-S X MO17	LN	sb4	BK2	Hybrid
2546	BGEM-0044-S X MO17	LN	sb4	BK2	Hybrid
2547	BGEM-0055-S X MO17	LN	sb4	BK2	Hybrid
2548	LH132 X B73	LN	sb4	BK2	Hybrid
2549	BGEM-0147-S X MO17	LN	sb4	BK2	Hybrid
2550	LH109 X LH59	LN	sb4	BK2	Hybrid
2551	BGEM-0051-S X MO17	LN	sb2	BK2	Hybrid
2552	BGEM-0250-S X MO17	LN	sb2	BK2	Hybrid
2553	BGEM-0071-S X MO17	LN	sb2	BK2	Hybrid
2554	LH123 X LH59	LN	sb2	BK2	Hybrid
2555	BGEM-0159-S X MO17	LN	sb2	BK2	Hybrid
2556	BGEM-0010-S X MO17	LN	sb2	BK2	Hybrid
2557	BGEM-0179-S X MO17	LN	sb2	BK2	Hybrid
2558	BGEM-0036-S X MO17	LN	sb2	BK2	Hybrid
2559	BGEM-0165-S X MO17	LN	sb2	BK2	Hybrid
2560	LH109 X LH59	LN	sb2	BK2	Hybrid
2561	BGEM-0050-S X MO17	LN	sb2	BK2	Hybrid
2562	BGEM-0188-S X MO17	LN	sb2	BK2	Hybrid
2563	BGEM-0156-S X MO17	LN	sb2	BK2	Hybrid
2564	BGEM-0255-S X MO17	LN	sb2	BK2	Hybrid
2565	BGEM-0049-S X MO17	LN	sb2	BK2	Hybrid
2566	LH109 X LH59	LN	sb2	BK2	Hybrid
2567	BGEM-0245-S X MO17	LN	sb2	BK2	Hybrid
2568	BGEM-0070-S X MO17	LN	sb2	BK2	Hybrid
2569	BGEM-0012-S X MO17	LN	sb2	BK2	Hybrid
2570	BGEM-0114-S X MO17	LN	sb2	BK2	Hybrid
2571	BGEM-0187-S X MO17	LN	sb2	BK2	Hybrid
2572	PHZ51 X LH123	LN	sb2	BK2	Hybrid
2573	BGEM-0043-S X MO17	LN	sb2	BK2	Hybrid
2574	BGEM-0035-S X MO17	LN	sb2	BK2	Hybrid
2575	BGEM-0073-S X MO17	LN	sb2	BK2	Hybrid
2576	BGEM-0054-S X MO17	LN	sb4	BK2	Hybrid
2577	BGEM-0047-S X MO17	LN	sb4	BK2	Hybrid
2578	LH132 X B73	LN	sb4	BK2	Hybrid
2579	BGEM-0200-S X MO17	LN	sb4	BK2	Hybrid
2580	BGEM-0030-S X MO17	LN	sb4	BK2	Hybrid
2581	BGEM-0171-S X MO17	LN	sb4	BK2	Hybrid
2582	BGEM-0115-S X MO17	LN	sb4	BK2	Hybrid
2583	BGEM-0006-S X MO17	LN	sb4	BK2	Hybrid
2584	PHG86 X PHW52	LN	sb4	BK2	Hybrid
2585	BGEM-0108-S X MO17	LN	sb4	BK2	Hybrid
2586	BGEM-0024-S X MO17	LN	sb4	BK2	Hybrid
2587	BGEM-0137-S X MO17	LN	sb4	BK2	Hybrid
2588	BGEM-0048-S X MO17	LN	sb4	BK2	Hybrid
2589	BGEM-0263-S X MO17	LN	sb4	BK2	Hybrid
2590	PHJ40 X PHW52	LN	sb4	BK2	Hybrid
2591	BGEM-0220-S X MO17	LN	sb4	BK2	Hybrid
2592	BGEM-0180-S X MO17	LN	sb4	BK2	Hybrid
2593	BGEM-0134-S X MO17	LN	sb4	BK2	Hybrid
2594	BGEM-0022-S X MO17	LN	sb4	BK2	Hybrid
2595	BGEM-0226-S X MO17	LN	sb4	BK2	Hybrid
2596	LH123 X PHG50	LN	sb4	BK2	Hybrid
2597	PHB47 X PHK29	LN	sb4	BK2	Hybrid
2598	LH74 X LH123	LN	sb4	BK2	Hybrid
2599	LH109 X LH123	LN	sb4	BK2	Hybrid
2600	PHB47 X PHW52	LN	sb4	BK2	Hybrid
3001	B73	LN	sb1	BK3	Inbred
3002	BGEM-0144-N	LN	sb1	BK3	Inbred
3003	BGEM-0236-S	LN	sb1	BK3	Inbred
3004	BGEM-0171-S	LN	sb1	BK3	Inbred
3005	BGEM-0198-S	LN	sb1	BK3	Inbred
3006	BGEM-0049-S	LN	sb1	BK3	Inbred
3007	BGEM-0058-N	LN	sb1	BK3	Inbred
3008	BGEM-0007-S	LN	sb1	BK3	Inbred
3009	MO17	LN	sb1	BK3	Inbred
3010	BGEM-0125-N	LN	sb1	BK3	Inbred
3011	BGEM-0206-N	LN	sb1	BK3	Inbred
3012	BGEM-0092-S	LN	sb1	BK3	Inbred
3013	BGEM-0280-S	LN	sb1	BK3	Inbred
3014	BGEM-0295-S	LN	sb1	BK3	Inbred
3015	BGEM-0148-S	LN	sb1	BK3	Inbred
3016	BGEM-0045-N	LN	sb1	BK3	Inbred
3017	B73	LN	sb1	BK3	Inbred
3018	BGEM-0300-S	LN	sb1	BK3	Inbred
3019	BGEM-0078-N	LN	sb1	BK3	Inbred
3020	BGEM-0299-N	LN	sb1	BK3	Inbred
3021	BGEM-0302-S	LN	sb1	BK3	Inbred
3022	BGEM-0145-N	LN	sb1	BK3	Inbred
3023	BGEM-0199-S	LN	sb1	BK3	Inbred
3024	BGEM-0122-N	LN	sb1	BK3	Inbred
3025	MO17	LN	sb1	BK3	Inbred
3026	BGEM-0242-N	LN	sb3	BK3	Inbred
3027	BGEM-0249-N	LN	sb3	BK3	Inbred
3028	BGEM-0164-S	LN	sb3	BK3	Inbred
3029	BGEM-0262-S	LN	sb3	BK3	Inbred
3030	BGEM-0268-S	LN	sb3	BK3	Inbred
3031	BGEM-0181-N	LN	sb3	BK3	Inbred
3032	BGEM-0120-N	LN	sb3	BK3	Inbred
3033	B73	LN	sb3	BK3	Inbred
3034	BGEM-0228-N	LN	sb3	BK3	Inbred
3035	BGEM-0220-S	LN	sb3	BK3	Inbred
3036	BGEM-0026-S	LN	sb3	BK3	Inbred
3037	BGEM-0259-N	LN	sb3	BK3	Inbred
3038	BGEM-0246-N	LN	sb3	BK3	Inbred
3039	BGEM-0281-N	LN	sb3	BK3	Inbred
3040	BGEM-0073-S	LN	sb3	BK3	Inbred
3041	MO17	LN	sb3	BK3	Inbred
3042	BGEM-0048-S	LN	sb3	BK3	Inbred
3043	BGEM-0230-N	LN	sb3	BK3	Inbred
3044	BGEM-0071-S	LN	sb3	BK3	Inbred
3045	BGEM-0306-S	LN	sb3	BK3	Inbred
3046	BGEM-0035-S	LN	sb3	BK3	Inbred
3047	BGEM-0269-S	LN	sb3	BK3	Inbred
3048	BGEM-0036-S	LN	sb3	BK3	Inbred
3049	B73	LN	sb3	BK3	Inbred
3050	BGEM-0102-N	LN	sb3	BK3	Inbred
3051	BGEM-0054-S	LN	sb1	BK3	Inbred
3052	BGEM-0146-N	LN	sb1	BK3	Inbred
3053	BGEM-0243-S	LN	sb1	BK3	Inbred
3054	BGEM-0130-N	LN	sb1	BK3	Inbred
3055	BGEM-0304-N	LN	sb1	BK3	Inbred
3056	BGEM-0086-N	LN	sb1	BK3	Inbred
3057	BGEM-0283-N	LN	sb1	BK3	Inbred
3058	MO17	LN	sb1	BK3	Inbred
3059	BGEM-0046-N	LN	sb1	BK3	Inbred
3060	BGEM-0138-S	LN	sb1	BK3	Inbred
3061	BGEM-0217-S	LN	sb1	BK3	Inbred
3062	BGEM-0127-N	LN	sb1	BK3	Inbred
3063	BGEM-0182-N	LN	sb1	BK3	Inbred
3064	BGEM-0313-S	LN	sb1	BK3	Inbred
3065	BGEM-0025-S	LN	sb1	BK3	Inbred
3066	B73	LN	sb1	BK3	Inbred
3067	BGEM-0261-S	LN	sb1	BK3	Inbred
3068	BGEM-0278-S	LN	sb1	BK3	Inbred
3069	BGEM-0062-N	LN	sb1	BK3	Inbred
3070	BGEM-0272-S	LN	sb1	BK3	Inbred
3071	BGEM-0053-S	LN	sb1	BK3	Inbred
3072	BGEM-0091-N	LN	sb1	BK3	Inbred
3073	BGEM-0205-N	LN	sb1	BK3	Inbred
3074	MO17	LN	sb1	BK3	Inbred
3075	BGEM-0078-S	LN	sb1	BK3	Inbred
3076	BGEM-0305-S	LN	sb3	BK3	Inbred
3077	BGEM-0089-N	LN	sb3	BK3	Inbred
3078	BGEM-0174-N	LN	sb3	BK3	Inbred
3079	BGEM-0067-S	LN	sb3	BK3	Inbred
3080	BGEM-0288-S	LN	sb3	BK3	Inbred
3081	BGEM-0161-S	LN	sb3	BK3	Inbred
3082	B73	LN	sb3	BK3	Inbred
3083	BGEM-0088-N	LN	sb3	BK3	Inbred
3084	BGEM-0187-S	LN	sb3	BK3	Inbred
3085	BGEM-0170-S	LN	sb3	BK3	Inbred
3086	BGEM-0107-N	LN	sb3	BK3	Inbred
3087	BGEM-0225-N	LN	sb3	BK3	Inbred
3088	BGEM-0226-S	LN	sb3	BK3	Inbred
3089	BGEM-0169-S	LN	sb3	BK3	Inbred
3090	MO17	LN	sb3	BK3	Inbred
3091	BGEM-0191-N	LN	sb3	BK3	Inbred
3092	BGEM-0074-S	LN	sb3	BK3	Inbred
3093	BGEM-0323-S	LN	sb3	BK3	Inbred
3094	BGEM-0029-S	LN	sb3	BK3	Inbred
3095	BGEM-0190-N	LN	sb3	BK3	Inbred
3096	BGEM-0022-S	LN	sb3	BK3	Inbred
3097	BGEM-0028-S	LN	sb3	BK3	Inbred
3098	B73	LN	sb3	BK3	Inbred
3099	BGEM-0291-N	LN	sb3	BK3	Inbred
3100	BGEM-0296-S	LN	sb3	BK3	Inbred
3101	BGEM-0263-S	LN	sb1	BK3	Inbred
3102	BGEM-0041-S	LN	sb1	BK3	Inbred
3103	BGEM-0189-S	LN	sb1	BK3	Inbred
3104	BGEM-0143-N	LN	sb1	BK3	Inbred
3105	BGEM-0156-S	LN	sb1	BK3	Inbred
3106	BGEM-0258-S	LN	sb1	BK3	Inbred
3107	MO17	LN	sb1	BK3	Inbred
3108	BGEM-0315-S	LN	sb1	BK3	Inbred
3109	BGEM-0201-N	LN	sb1	BK3	Inbred
3110	BGEM-0063-N	LN	sb1	BK3	Inbred
3111	BGEM-0110-N	LN	sb1	BK3	Inbred
3112	BGEM-0147-S	LN	sb1	BK3	Inbred
3113	BGEM-0311-N	LN	sb1	BK3	Inbred
3114	BGEM-0031-S	LN	sb1	BK3	Inbred
3115	B73	LN	sb1	BK3	Inbred
3116	BGEM-0076-S	LN	sb1	BK3	Inbred
3117	BGEM-0301-S	LN	sb1	BK3	Inbred
3118	BGEM-0209-N	LN	sb1	BK3	Inbred
3119	BGEM-0018-S	LN	sb1	BK3	Inbred
3120	BGEM-0215-N	LN	sb1	BK3	Inbred
3121	BGEM-0081-S	LN	sb1	BK3	Inbred
3122	BGEM-0317-S	LN	sb1	BK3	Inbred
3123	MO17	LN	sb1	BK3	Inbred
3124	BGEM-0251-S	LN	sb1	BK3	Inbred
3125	BGEM-0212-N	LN	sb1	BK3	Inbred
3126	BGEM-0289-N	LN	sb3	BK3	Inbred
3127	BGEM-0151-N	LN	sb3	BK3	Inbred
3128	BGEM-0084-S	LN	sb3	BK3	Inbred
3129	BGEM-0200-S	LN	sb3	BK3	Inbred
3130	BGEM-0101-S	LN	sb3	BK3	Inbred
3131	B73	LN	sb3	BK3	Inbred
3132	BGEM-0303-N	LN	sb3	BK3	Inbred
3133	BGEM-0224-N	LN	sb3	BK3	Inbred
3134	BGEM-0270-S	LN	sb3	BK3	Inbred
3135	BGEM-0279-S	LN	sb3	BK3	Inbred
3136	BGEM-0004-N	LN	sb3	BK3	Inbred
3137	BGEM-0260-N	LN	sb3	BK3	Inbred
3138	BGEM-0256-N	LN	sb3	BK3	Inbred
3139	MO17	LN	sb3	BK3	Inbred
3140	BGEM-0218-S	LN	sb3	BK3	Inbred
3141	BGEM-0163-S	LN	sb3	BK3	Inbred
3142	BGEM-0247-N	LN	sb3	BK3	Inbred
3143	BGEM-0287-N	LN	sb3	BK3	Inbred
3144	BGEM-0059-S	LN	sb3	BK3	Inbred
3145	BGEM-0173-S	LN	sb3	BK3	Inbred
3146	BGEM-0108-S	LN	sb3	BK3	Inbred
3147	B73	LN	sb3	BK3	Inbred
3148	BGEM-0297-N	LN	sb3	BK3	Inbred
3149	BGEM-0185-N	LN	sb3	BK3	Inbred
3150	BGEM-0157-N	LN	sb3	BK3	Inbred
3151	BGEM-0001-N	LN	sb1	BK3	Inbred
3152	BGEM-0002-N	LN	sb1	BK3	Inbred
3153	BGEM-0126-N	LN	sb1	BK3	Inbred
3154	BGEM-0254-S	LN	sb1	BK3	Inbred
3155	BGEM-0105-N	LN	sb1	BK3	Inbred
3156	MO17	LN	sb1	BK3	Inbred
3157	BGEM-0248-N	LN	sb1	BK3	Inbred
3158	BGEM-0044-S	LN	sb1	BK3	Inbred
3159	BGEM-0005-N	LN	sb1	BK3	Inbred
3160	BGEM-0006-S	LN	sb1	BK3	Inbred
3161	BGEM-0133-S	LN	sb1	BK3	Inbred
3162	BGEM-0098-S	LN	sb1	BK3	Inbred
3163	B73	LN	sb1	BK3	Inbred
3164	BGEM-0312-S	LN	sb2	BK3	Inbred
3165	BGEM-0245-S	LN	sb2	BK3	Inbred
3166	BGEM-0292-S	LN	sb2	BK3	Inbred
3167	BGEM-0075-S	LN	sb2	BK3	Inbred
3168	BGEM-0204-N	LN	sb2	BK3	Inbred
3169	BGEM-0015-S	LN	sb2	BK3	Inbred
3170	BGEM-0166-S	LN	sb2	BK3	Inbred
3171	MO17	LN	sb2	BK3	Inbred
3172	BGEM-0237-N	LN	sb2	BK3	Inbred
3173	BGEM-0152-N	LN	sb2	BK3	Inbred
3174	BGEM-0103-N	LN	sb2	BK3	Inbred
3175	BGEM-0308-S	LN	sb2	BK3	Inbred
3176	BGEM-0322-S	LN	sb3	BK3	Inbred
3177	BGEM-0100-S	LN	sb3	BK3	Inbred
3178	BGEM-0090-N	LN	sb3	BK3	Inbred
3179	BGEM-0034-S	LN	sb3	BK3	Inbred
3180	B73	LN	sb3	BK3	Inbred
3181	BGEM-0097-S	LN	sb3	BK3	Inbred
3182	BGEM-0285-N	LN	sb3	BK3	Inbred
3183	BGEM-0216-N	LN	sb3	BK3	Inbred
3184	BGEM-0316-S	LN	sb3	BK3	Inbred
3185	BGEM-0153-S	LN	sb3	BK3	Inbred
3186	BGEM-0186-S	LN	sb3	BK3	Inbred
3187	BGEM-0042-S	LN	sb3	BK3	Inbred
3188	MO17	LN	sb3	BK3	Inbred
3189	BGEM-0318-S	LN	sb4	BK3	Inbred
3190	BGEM-0321-S	LN	sb4	BK3	Inbred
3191	BGEM-0008-S	LN	sb4	BK3	Inbred
3192	BGEM-0113-S	LN	sb4	BK3	Inbred
3193	BGEM-0140-N	LN	sb4	BK3	Inbred
3194	BGEM-0221-S	LN	sb4	BK3	Inbred
3195	BGEM-0047-S	LN	sb4	BK3	Inbred
3196	B73	LN	sb4	BK3	Inbred
3197	BGEM-0136-S	LN	sb4	BK3	Inbred
3198	BGEM-0244-S	LN	sb4	BK3	Inbred
3199	BGEM-0020-S	LN	sb4	BK3	Inbred
3200	BGEM-0118-S	LN	sb4	BK3	Inbred
3201	BGEM-0231-N	LN	sb2	BK3	Inbred
3202	BGEM-0210-N	LN	sb2	BK3	Inbred
3203	BGEM-0065-N	LN	sb2	BK3	Inbred
3204	MO17	LN	sb2	BK3	Inbred
3205	BGEM-0178-S	LN	sb2	BK3	Inbred
3206	BGEM-0106-N	LN	sb2	BK3	Inbred
3207	BGEM-0069-S	LN	sb2	BK3	Inbred
3208	BGEM-0043-S	LN	sb2	BK3	Inbred
